,x,y,z,fov_id,predicted_name,predicted_id,probability,distance
0,922,1480,0,226,Cd8a,85,0.91832936,
1,843,751,0,226,Txndc5,5,0.9997079,
2,1835,1590,0,226,Ada,48,0.87456053,
3,1084,747,0,226,Txndc5,5,1.0,
4,734,996,0,226,Ltb4r2,134,0.99750036,
5,1024,1658,0,226,Apob,45,0.64038706,
6,998,1706,0,226,Apob,45,0.8303243,
7,61,675,0,226,Apob,45,1.0,
8,1831,1510,0,226,Neat1,49,0.9999989,
9,1060,1390,0,226,Apob,45,0.99999976,
10,1028,803,0,226,Acta2,59,1.0,
11,668,946,0,226,Apob,45,0.996757,
12,1798,1486,0,226,Net1,46,0.77150005,
13,90,445,0,226,Apob,45,1.0,
14,1216,527,0,226,Net1,46,1.0,
15,1814,1531,0,226,Apob,45,0.9640055,
16,1240,167,0,226,Maoa,2,1.0,
17,574,1345,0,226,Apob,45,1.0,
18,1046,1416,0,226,Apob,45,0.9999993,
19,1617,1407,0,226,Neat1,49,0.9999937,
20,868,1687,0,226,Apob,45,1.0,
21,1253,233,0,226,Tnfrsf21,122,0.9999932,
22,1679,1443,0,226,Apob,45,0.9999999,
23,657,1025,0,226,Slc51a,1,1.0,
24,1281,569,0,226,Txndc5,5,0.9999751,
25,1022,802,0,226,Acta2,59,1.0,
26,1072,1382,0,226,Ptger4,153,0.99585354,
27,952,1702,0,226,Apob,45,0.9999304,
28,1366,351,0,226,Sdc1,92,0.99999964,
29,1760,1472,0,226,Marcksl1,56,0.999951,
30,1209,1127,0,226,Ptger4,153,1.0,
31,1711,1528,0,226,Ptger4,153,1.0,
32,1746,1596,0,226,Neat1,49,0.9728166,
33,668,849,0,226,Neat1,49,1.0,
34,884,397,0,226,Ifnar1,75,1.0,
35,1071,525,0,226,Neat1,49,1.0,
36,1900,1503,0,226,Apob,45,0.99981993,
37,638,478,0,226,Txndc5,5,0.99964035,
38,1908,1484,0,226,Apob,45,0.9997284,
39,592,1306,0,226,Apob,45,0.89606565,
40,604,1263,0,226,Marcksl1,56,0.99998915,
41,981,1407,0,226,Txndc5,5,0.9999993,
42,562,1361,0,226,Apob,45,1.0,
43,1880,1547,0,226,Apob,45,0.99999976,
44,900,739,0,226,Txndc5,5,1.0,
45,1755,1606,0,226,Apob,45,1.0,
46,1642,1418,0,226,Apob,45,0.9999995,
47,1232,454,0,226,Net1,46,0.9999999,
48,842,738,0,226,Txndc5,5,1.0,
49,1070,1393,0,226,Apob,45,0.99882334,
50,1792,1440,0,226,Acta2,59,0.5957882,
51,934,562,0,226,Cd79a,88,0.9595671,
52,870,869,0,226,Ffar2,128,0.99985397,
53,561,1406,0,226,Apob,45,0.9999999,
54,1780,1526,0,226,Ada,48,0.9999932,
55,956,1513,0,226,Cckar,223,0.9999995,
56,989,1348,0,226,Ada,48,0.9923765,
57,1083,1326,0,226,Ptger4,153,0.99850297,
58,1068,1323,0,226,Sdc1,92,0.9999999,
59,650,646,0,226,Sdc1,92,1.0,
60,1796,1446,0,226,Marcksl1,56,0.9982419,
61,689,1532,0,226,Lpar3,137,1.0,
62,1005,1706,0,226,Apob,45,1.0,
63,631,1445,0,226,Sdc1,92,0.99976736,
64,1129,1335,0,226,Ptger4,153,0.5002985,
65,1669,1274,0,226,Neat1,49,1.0,
66,615,851,0,226,Apob,45,1.0,
67,1183,1126,0,226,Sdc1,92,1.0,
68,1851,1549,0,226,Ada,48,0.9999999,
69,1073,1311,0,226,Cps1,4,0.72180843,
70,41,560,0,226,Fzd5,167,0.99998486,
71,1064,1381,0,226,Apob,45,0.9999964,
72,1791,1432,0,226,Htr4,203,0.81935966,
73,1198,862,0,226,Gpr55,142,0.9999713,
74,562,1384,0,226,Apob,45,1.0,
75,1802,1426,0,226,Fzd10,170,0.8942359,
76,1595,1456,0,226,Slc12a2,10,0.5996191,
77,1138,122,0,226,Txndc5,5,0.9999361,
78,613,1519,0,226,Chrm4,176,0.9999988,
79,999,1405,0,226,Tnfrsf21,122,1.0,
80,763,855,0,226,Cd8a,85,0.9243314,
81,998,1740,0,226,Apob,45,0.99974877,
82,1580,1399,0,226,Ifnar1,75,0.9999957,
83,945,1701,0,226,Ada,48,0.9966286,
84,1194,418,0,226,Tspan13,17,0.98636556,
85,731,1627,0,226,Sstr5,236,0.9998066,
86,1930,828,0,226,Jaml,11,0.77643466,
87,900,239,0,226,Cd4,69,1.0,
88,1029,1296,0,226,Ada,48,1.0,
89,963,1535,0,226,Krt7,16,0.9947996,
90,780,528,0,226,Txndc5,5,1.0,
91,663,1136,0,226,Slc51a,1,1.0,
92,542,248,0,226,Stmn1,54,1.0,
93,1940,825,0,226,Txndc5,5,1.0,
94,1233,1051,0,226,Apob,45,0.9999989,
95,1909,1358,0,226,Ltb4r1,133,0.99995804,
96,1817,1521,0,226,Apob,45,0.9999994,
97,647,558,0,226,Neat1,49,0.7137231,
98,1093,747,0,226,Txndc5,5,1.0,
99,634,605,0,226,Neat1,49,0.99994457,
100,658,1003,0,226,Apob,45,0.5335516,
101,1856,1442,0,226,Acta2,59,0.8965758,
102,895,1567,0,226,Apob,45,1.0,
103,1376,489,0,226,Apob,45,0.9999695,
104,1189,1141,0,226,Apob,45,0.99941015,
105,636,738,0,226,Slc51a,1,1.0,
106,646,1500,0,226,Sdc1,92,1.0,
107,1024,1682,0,226,Slc51a,1,0.9999993,
108,753,1599,0,226,Apob,45,1.0,
109,850,742,0,226,Txndc5,5,0.99999225,
110,895,258,0,226,Jaml,11,0.98686266,
111,1882,1331,0,226,Ada,48,1.0,
112,605,887,0,226,Maoa,2,0.99995947,
113,1848,1419,0,226,Net1,46,0.97424877,
114,730,1548,0,226,Ada,48,0.9999901,
115,566,1316,0,226,Apob,45,1.0,
116,104,605,0,226,Sdc1,92,0.99999976,
117,616,481,0,226,Txndc5,5,0.97282976,
118,1372,469,0,226,Apob,45,0.99999666,
119,1837,1460,0,226,Chrm4,176,0.5294956,
120,233,277,0,226,Neat1,49,1.0,
121,657,1108,0,226,Apob,45,0.9999981,
122,1047,1554,0,226,Sdc1,92,0.9999937,
123,893,1491,0,226,Glp2r,238,1.0,
124,625,828,0,226,Apob,45,0.9127616,
125,804,214,0,226,Net1,46,1.0,
126,1888,613,0,226,Ifnar1,75,1.0,
127,1052,1369,0,226,Apob,45,0.99999905,
128,1903,886,0,226,Txndc5,5,0.99999964,
129,580,1398,0,226,Apob,45,0.9999994,
130,587,1347,0,226,Ltb4r2,134,0.9067006,
131,1582,1453,0,226,Apob,45,0.99045056,
132,1688,1343,0,226,Marcksl1,56,1.0,
133,884,1695,0,226,Apob,45,0.99999547,
134,1879,996,0,226,Lgr5,9,0.9999918,
135,825,839,0,226,Gpr55,142,1.0,
136,981,1613,0,226,Jaml,11,0.9362927,
137,1102,1142,0,226,Ffar4,130,0.9389356,
138,355,126,0,226,Txndc5,5,0.99999976,
139,757,1132,0,226,Ptger4,153,1.0,
140,44,532,0,226,Sdc1,92,0.9999999,
141,916,1474,0,226,Cd27,91,0.9975013,
142,997,398,0,226,Txndc5,5,1.0,
143,848,1637,0,226,Ada,48,0.9999994,
144,624,780,0,226,Apob,45,1.0,
145,1264,539,0,226,Txndc5,5,0.99592423,
146,768,1021,0,226,Apob,45,0.9941414,
147,1071,746,0,226,Txndc5,5,0.9999572,
148,632,534,0,226,Sdc1,92,0.9999795,
149,1227,1052,0,226,Apob,45,1.0,
150,1067,1362,0,226,Apob,45,0.9999999,
151,729,1520,0,226,Ada,48,0.999913,
152,760,294,0,226,Net1,46,0.51249826,
153,417,391,0,226,Fzd1,162,0.9999918,
154,790,1691,0,226,Ptger4,153,0.7975933,
155,1911,1342,0,226,Apob,45,0.9997466,
156,1056,1398,0,226,Sdc1,92,0.9938356,
157,617,922,0,226,Apob,45,0.9981451,
158,1905,898,0,226,Txndc5,5,1.0,
159,714,1238,0,226,Neat1,49,0.9999982,
160,937,694,0,226,Acta2,59,1.0,
161,1012,1548,0,226,Apob,45,1.0,
162,1707,1530,0,226,Ada,48,1.0,
163,913,1689,0,226,Apob,45,0.91308683,
164,945,1712,0,226,Ada,48,1.0,
165,351,130,0,226,Txndc5,5,0.9999819,
166,1210,526,0,226,Net1,46,0.9999677,
167,581,1386,0,226,Apob,45,0.9999999,
168,1066,1417,0,226,Apob,45,0.96026564,
169,1657,691,0,226,Ltb4r2,134,0.9998474,
170,1194,1153,0,226,Sdc1,92,0.99999976,
171,1808,1536,0,226,Apob,45,0.9995716,
172,649,999,0,226,Slc51a,1,1.0,
173,593,1281,0,226,Apob,45,1.0,
174,759,1707,0,226,Marcksl1,56,0.7418967,
175,821,715,0,226,Txndc5,5,0.9938355,
176,1123,552,0,226,C1qc,117,1.0,
177,1900,409,0,226,Neat1,49,0.99998784,
178,31,533,0,226,Ifnar1,75,0.99979085,
179,1695,263,0,226,Sdc1,92,0.51222235,
180,1856,1014,0,226,Gzmb,108,0.99964595,
181,815,206,0,226,Glp2r,238,1.0,
182,1709,1516,0,226,Net1,46,0.61221933,
183,474,264,0,226,Net1,46,1.0,
184,772,402,0,226,Glp2r,238,0.9999982,
185,660,1114,0,226,Maoa,2,0.56784815,
186,626,1222,0,226,Slc51a,1,1.0,
187,1011,1553,0,226,Apob,45,0.9999963,
188,917,1679,0,226,Ltb4r2,134,0.69253635,
189,1045,166,0,226,Il17a,74,1.0,
190,1893,1334,0,226,Marcksl1,56,0.9956755,
191,1065,652,0,226,Txndc5,5,1.0,
192,780,357,0,226,Cd4,69,0.779598,
193,1213,538,0,226,Net1,46,0.99998677,
194,725,1638,0,226,Ptger4,153,0.98386997,
195,736,209,0,226,Net1,46,0.9999969,
196,947,1670,0,226,Apob,45,0.99999547,
197,966,1517,0,226,Krt7,16,0.9987348,
198,1073,1331,0,226,Apob,45,0.9851371,
199,666,1616,0,226,Apob,45,0.99966955,
200,828,1684,0,226,Apob,45,0.99995744,
201,701,1090,0,226,Fzd5,167,0.9330175,
202,945,1696,0,226,Ptger4,153,0.6243776,
203,1810,801,0,226,Cd8a,85,1.0,
204,990,870,0,226,Cd4,69,1.0,
205,637,765,0,226,Slc51a,1,0.9985959,
206,1044,776,0,226,Cd44,30,1.0,
207,4,1092,0,226,Ffar3,129,0.9594573,
208,599,1296,0,226,Apob,45,0.99999917,
209,1057,1551,0,226,Ifnar1,75,1.0,
210,786,1737,0,226,Cd79b,89,0.6087594,
211,651,1563,0,226,Apob,45,0.99867696,
212,655,1692,0,226,Neat1,49,0.99846137,
213,893,1679,0,226,Sdc1,92,0.777549,
214,318,173,0,226,Slc51a,1,1.0,
215,798,1765,0,226,Apob,45,0.99980825,
216,1048,1545,0,226,Ptger4,153,0.9989052,
217,1080,343,0,226,Glp2r,238,1.0,
218,1911,1494,0,226,Apob,45,0.9999981,
219,1690,600,0,226,Slc51a,1,0.99825007,
220,742,1709,0,226,Fzd5,167,0.9999989,
221,1663,1381,0,226,Ada,48,0.9997632,
222,73,614,0,226,Smo,172,0.9879219,
223,1051,1393,0,226,Apob,45,0.77122104,
224,1808,1513,0,226,S100b,65,0.9837002,
225,1810,1472,0,226,Net1,46,0.9993437,
226,1929,435,0,226,Txndc5,5,0.66875327,
227,87,449,0,226,Apob,45,0.7462218,
228,731,1768,0,226,Apob,45,0.9999794,
229,1017,1167,0,226,Neat1,49,0.99954295,
230,902,234,0,226,Ltb4r2,134,0.9421384,
231,1175,617,0,226,Cd79b,89,0.9999957,
232,1740,1597,0,226,Lrmp,12,0.59034413,
233,631,1322,0,226,Tnfrsf21,122,0.9999951,
234,1054,1183,0,226,Neat1,49,1.0,
235,1718,708,0,226,Slc51a,1,0.9999995,
236,578,1461,0,226,Ada,48,1.0,
237,1766,1486,0,226,Ada,48,0.9912369,
238,560,1447,0,226,Sdc1,92,0.9999982,
239,1113,1231,0,226,H2-Eb1,104,0.96000564,
240,1193,87,0,226,Ifnar1,75,0.9999995,
241,1043,1459,0,226,Trdc,87,0.75823164,
242,702,1219,0,226,Neat1,49,1.0,
243,970,1690,0,226,Slc51a,1,0.99999964,
244,58,271,0,226,Nlrp6,52,0.9999871,
245,1362,76,0,226,Ifnar1,75,0.9999229,
246,759,1762,0,226,Apob,45,0.9999889,
247,1269,613,0,226,Glp2r,238,0.5294211,
248,1693,1317,0,226,Net1,46,0.9999975,
249,1843,721,0,226,Glp2r,238,1.0,
250,1719,247,0,226,Sdc1,92,0.8967167,
251,637,713,0,226,Slc51a,1,1.0,
252,1031,1532,0,226,Ptger4,153,0.9997998,
253,10,574,0,226,Ifnar1,75,1.0,
254,1053,1142,0,226,Neat1,49,0.9999951,
255,1202,1118,0,226,Apob,45,1.0,
256,1792,1474,0,226,Net1,46,0.9569921,
257,855,404,0,226,Adgrf5,23,1.0,
258,1270,132,0,226,Slc18a1,26,0.5163756,
259,1330,946,0,226,Cd4,69,0.9997155,
260,1734,1430,0,226,Apob,45,0.9984835,
261,1149,376,0,226,Txndc5,5,0.98780245,
262,898,953,0,226,C1qb,110,0.99922276,
263,611,1523,0,226,Sdc1,92,0.99932504,
264,687,1004,0,226,Kit,103,0.8151811,
265,567,1349,0,226,Apob,45,1.0,
266,1364,397,0,226,Apob,45,0.9983724,
267,1734,1052,0,226,Slc51a,1,0.99635625,
268,115,595,0,226,Sdc1,92,0.99999344,
269,807,1733,0,226,Ada,48,1.0,
270,1053,96,0,226,Net1,46,0.99699163,
271,927,1504,0,226,Cd3e,68,0.99975103,
272,662,532,0,226,Slc51a,1,1.0,
273,732,1778,0,226,Ptger4,153,0.9971717,
274,390,328,0,226,Ifnar1,75,0.9999908,
275,1863,1613,0,226,Apob,45,0.99999845,
276,1768,1472,0,226,Ptger4,153,0.9999999,
277,98,361,0,226,Txndc5,5,1.0,
278,973,480,0,226,Ifnar1,75,1.0,
279,672,1035,0,226,Kit,103,0.6784712,
280,662,1492,0,226,Ptger4,153,0.9944095,
281,674,1704,0,226,Tnfrsf21,122,0.99999833,
282,1698,1524,0,226,Apob,45,0.98821485,
283,1307,520,0,226,Slc51a,1,1.0,
284,1182,583,0,226,Gpr55,142,0.9591145,
285,1027,1501,0,226,Slc51a,1,1.0,
286,1117,1228,0,226,Slc51a,1,0.999866,
287,1774,1539,0,226,Apob,45,0.99999964,
288,1836,1603,0,226,Ptger4,153,0.9053271,
289,675,1519,0,226,Apob,45,1.0,
290,670,1493,0,226,Ptger4,153,0.9978016,
291,1251,689,0,226,Neat1,49,0.99997556,
292,1840,1484,0,226,Ptger4,153,0.9999826,
293,756,1117,0,226,Fzd5,167,0.7124121,
294,1827,1470,0,226,Apob,45,0.99999,
295,1054,809,0,226,Smo,172,1.0,
296,832,1578,0,226,Ifnar1,75,0.9999337,
297,991,1495,0,226,Fzd5,167,0.99994934,
298,655,1267,0,226,Slc51a,1,1.0,
299,1237,215,0,226,Maoa,2,0.99900645,
300,1077,772,0,226,Tnfrsf21,122,1.0,
301,746,1616,0,226,Slc5a1,50,0.9999199,
302,670,574,0,226,Slc51a,1,0.9984804,
303,838,749,0,226,Txndc5,5,1.0,
304,1959,853,0,226,Txndc5,5,1.0,
305,746,1587,0,226,Slc51a,1,0.794831,
306,800,1761,0,226,Lpar3,137,0.97266734,
307,605,1515,0,226,Apob,45,1.0,
308,1674,1362,0,226,Txndc5,5,1.0,
309,900,453,0,226,Cd79a,88,1.0,
310,1055,1416,0,226,Apob,45,0.63972116,
311,570,1460,0,226,Ada,48,0.9989619,
312,648,879,0,226,Neat1,49,1.0,
313,825,411,0,226,Vim,58,0.9996319,
314,1236,1036,0,226,Slc51a,1,0.9833017,
315,710,1513,0,226,Ptger4,153,0.9999492,
316,886,759,0,226,Txndc5,5,1.0,
317,1823,1562,0,226,Clca3b,7,1.0,
318,1809,1541,0,226,Apob,45,0.9999728,
319,441,268,0,226,Jaml,11,0.9999765,
320,615,466,0,226,Txndc5,5,0.99999964,
321,1048,1261,0,226,Tnfrsf21,122,0.99997747,
322,1373,384,0,226,Apob,45,0.9999999,
323,1237,454,0,226,Net1,46,0.9881109,
324,1187,305,0,226,Txndc5,5,1.0,
325,971,1542,0,226,Neat1,49,0.9999976,
326,753,294,0,226,Gzmb,108,0.8135524,
327,842,1649,0,226,Ada,48,1.0,
328,594,1291,0,226,Apob,45,0.9999956,
329,1091,529,0,226,Ccnl2,47,0.89024997,
330,112,633,0,226,Slc51a,1,0.99999917,
331,1315,433,0,226,Slc51a,1,0.9999957,
332,1895,1431,0,226,Ada,48,0.92187905,
333,351,308,0,226,Slc5a1,50,0.99999523,
334,285,207,0,226,Ltb4r1,133,0.8386865,
335,1331,469,0,226,Net1,46,1.0,
336,1196,1143,0,226,Slc51a,1,0.85815275,
337,1873,1543,0,226,Apob,45,0.9999938,
338,934,1567,0,226,Neat1,49,0.9999993,
339,778,592,0,226,Txndc5,5,1.0,
340,376,279,0,226,Gpr55,142,0.9999987,
341,1045,1304,0,226,Tnfrsf21,122,1.0,
342,576,1438,0,226,Apob,45,0.9999994,
343,110,552,0,226,Adgrd1,36,0.959355,
344,885,744,0,226,Txndc5,5,0.9999968,
345,1932,1012,0,226,Acta2,59,1.0,
346,1730,843,0,226,Chrm4,176,1.0,
347,1896,1311,0,226,Marcksl1,56,0.99998975,
348,1364,379,0,226,Sdc1,92,0.9999932,
349,1815,1630,0,226,Ada,48,0.99999845,
350,555,1381,0,226,Kit,103,0.98784596,
351,657,1656,0,226,Slc51a,1,1.0,
352,981,561,0,226,Clec9a,107,0.5484669,
353,636,1413,0,226,Neat1,49,0.6346004,
354,1008,1736,0,226,Ada,48,1.0,
355,749,989,0,226,Neat1,49,0.9999831,
356,998,1723,0,226,Kit,103,0.60317063,
357,1043,1537,0,226,Apob,45,1.0,
358,1226,543,0,226,Txndc5,5,0.99929965,
359,1943,977,0,226,Sox4,20,1.0,
360,908,1522,0,226,Cd3e,68,0.9997123,
361,645,1540,0,226,Apob,45,0.9868832,
362,895,1693,0,226,Apob,45,0.9139386,
363,639,624,0,226,Slc51a,1,0.98947996,
364,1841,1466,0,226,Clec9a,107,0.9208369,
365,1004,1412,0,226,Slc51a,1,0.99999785,
366,1269,564,0,226,Neat1,49,0.9999933,
367,1893,1316,0,226,Neat1,49,0.99998474,
368,87,421,0,226,Apob,45,0.99999964,
369,820,1516,0,226,Adgrf5,23,1.0,
370,1064,419,0,226,Txndc5,5,0.99990225,
371,854,1678,0,226,Ada,48,0.62198246,
372,1831,1594,0,226,Ada,48,0.88190687,
373,1064,1004,0,226,Txndc5,5,1.0,
374,1668,1450,0,226,Apob,45,1.0,
375,1798,1594,0,226,Apob,45,0.99999964,
376,948,1706,0,226,Ada,48,0.9999999,
377,1924,1496,0,226,Ada,48,1.0,
378,1105,1273,0,226,Slc51a,1,1.0,
379,1707,751,0,226,Klk1,6,0.8286697,
380,1853,1627,0,226,Apob,45,0.9999993,
381,1676,281,0,226,Sdc1,92,0.9998047,
382,661,1008,0,226,Cckar,223,0.5286954,
383,659,549,0,226,Apob,45,0.9999931,
384,674,461,0,226,Slc51a,1,1.0,
385,994,1711,0,226,Apob,45,0.55757326,
386,976,842,0,226,Il7r,111,1.0,
387,659,1147,0,226,Sdc1,92,0.9928181,
388,325,88,0,226,Slc12a2,10,0.9999999,
389,912,1646,0,226,Ifnar1,75,0.81576365,
390,764,1718,0,226,Ada,48,0.99999976,
391,772,1715,0,226,Cd4,69,0.72637635,
392,667,489,0,226,Slc51a,1,1.0,
393,1897,1494,0,226,Apob,45,1.0,
394,1328,96,0,226,Sdc1,92,0.9999994,
395,744,1577,0,226,Slc51a,1,1.0,
396,1713,1492,0,226,Ada,48,1.0,
397,904,1686,0,226,Ptger4,153,0.99996233,
398,631,852,0,226,Adgrd1,36,0.9969562,
399,890,1562,0,226,Net1,46,0.99999905,
400,548,1328,0,226,Slc51a,1,0.9999596,
401,658,561,0,226,Sdc1,92,0.99968684,
402,797,960,0,226,Fzd6,169,1.0,
403,1064,1377,0,226,Slc51a,1,0.9999999,
404,1024,1173,0,226,Txndc5,5,0.5676937,
405,1907,1440,0,226,Ptger4,153,0.9977835,
406,971,551,0,226,Sdc1,92,0.99999976,
407,653,704,0,226,Sdc1,92,1.0,
408,613,778,0,226,Galr3,227,0.56293887,
409,631,1550,0,226,Ptger4,153,0.9999982,
410,1213,154,0,226,Slc51a,1,0.99999964,
411,997,892,0,226,S1pr1,156,0.99999785,
412,1674,1353,0,226,Ptger4,153,0.99974376,
413,1053,1425,0,226,Apob,45,0.99999726,
414,1140,1091,0,226,Ltb4r2,134,0.9683984,
415,645,1009,0,226,Apob,45,0.99973327,
416,1853,1008,0,226,Cd3e,68,0.98894966,
417,664,1714,0,226,Apob,45,0.99636805,
418,991,1464,0,226,Ptger4,153,0.67476,
419,572,1355,0,226,Apob,45,1.0,
420,645,1127,0,226,Apob,45,0.99999917,
421,83,409,0,226,Slc51a,1,0.9999988,
422,1730,230,0,226,S1pr4,159,0.51152045,
423,1222,1032,0,226,Apob,45,1.0,
424,1812,1325,0,226,Cd34,96,0.9999981,
425,918,380,0,226,Hrh1,192,0.9952867,
426,979,1530,0,226,Tnfrsf21,122,0.9999572,
427,833,1698,0,226,Apob,45,1.0,
428,675,1048,0,226,Tnfrsf21,122,1.0,
429,1113,805,0,226,Sdc1,92,0.99999976,
430,590,1363,0,226,Tnfrsf21,122,1.0,
431,1047,763,0,226,Txndc5,5,1.0,
432,650,1356,0,226,Neat1,49,0.9942985,
433,656,814,0,226,Neat1,49,1.0,
434,1109,1134,0,226,Vim,58,0.9999633,
435,653,1500,0,226,Slc51a,1,1.0,
436,827,1658,0,226,Ada,48,1.0,
437,1249,200,0,226,Apob,45,0.9972886,
438,1678,1306,0,226,Net1,46,0.9999354,
439,1225,468,0,226,Net1,46,0.99996316,
440,1082,1311,0,226,Cps1,4,0.53474194,
441,833,1654,0,226,Lamp3,106,0.97289973,
442,28,595,0,226,Slc51a,1,0.99999976,
443,1852,1511,0,226,Ada,48,0.9999937,
444,1278,236,0,226,Gpr55,142,0.95556676,
445,91,545,0,226,Slc51a,1,1.0,
446,1113,827,0,226,Txndc5,5,0.9999877,
447,650,1016,0,226,Slc51a,1,0.99999785,
448,964,453,0,226,Acta2,59,0.99944466,
449,854,1604,0,226,Hrh2,193,0.9999994,
450,1242,18,0,226,Slc51a,1,1.0,
451,927,1660,0,226,Apob,45,1.0,
452,1029,1706,0,226,Apob,45,1.0,
453,1869,1630,0,226,Ada,48,1.0,
454,1821,1547,0,226,Ada,48,0.99994874,
455,1050,1421,0,226,Slc51a,1,1.0,
456,667,1498,0,226,Apob,45,0.9999993,
457,688,1152,0,226,Slc5a1,50,0.9981193,
458,1816,587,0,226,Kit,103,0.9999995,
459,912,748,0,226,Acta2,59,0.9999999,
460,1811,1567,0,226,Apob,45,1.0,
461,987,1569,0,226,Ada,48,1.0,
462,1883,943,0,226,Txndc5,5,1.0,
463,592,196,0,226,Glp2r,238,1.0,
464,1058,1237,0,226,Neat1,49,1.0,
465,763,426,0,226,Glp2r,238,1.0,
466,943,1707,0,226,Slc51a,1,0.99999285,
467,678,1740,0,226,Txndc5,5,1.0,
468,631,1307,0,226,Ptger4,153,0.99998474,
469,658,483,0,226,Slc51a,1,0.9613691,
470,1014,1660,0,226,Apob,45,0.9917693,
471,225,259,0,226,Slc5a1,50,0.99998677,
472,819,234,0,226,Glp2r,238,0.99998105,
473,1245,209,0,226,Apob,45,0.999574,
474,1063,703,0,226,Tnfrsf21,122,0.99999905,
475,1001,1158,0,226,Neat1,49,0.99833006,
476,678,445,0,226,Lpar1,135,0.99964285,
477,1641,1391,0,226,Ptger4,153,0.99991333,
478,1822,1555,0,226,Apob,45,1.0,
479,1697,631,0,226,Kiss1r,228,0.9693657,
480,1715,119,0,226,Tnfrsf21,122,0.99702257,
481,1818,1562,0,226,Ptger4,153,0.9615332,
482,862,519,0,226,Cd3e,68,1.0,
483,78,370,0,226,Slc51a,1,0.9542827,
484,773,1155,0,226,Neat1,49,0.9999999,
485,958,1669,0,226,Apob,45,0.98795485,
486,1003,1724,0,226,Fzd5,167,0.99418277,
487,1815,1582,0,226,Apob,45,0.99999905,
488,1808,1602,0,226,Apob,45,0.9992545,
489,840,1511,0,226,Lgr5,9,0.9998976,
490,1049,1466,0,226,Marcksl1,56,0.9999957,
491,923,213,0,226,Blank-19,260,0.8306754,
492,710,1481,0,226,Apob,45,0.9999999,
493,1688,272,0,226,Maoa,2,0.99912304,
494,1022,1285,0,226,Glp2r,238,0.97948724,
495,296,302,0,226,Maoa,2,1.0,
496,656,1436,0,226,Apob,45,1.0,
497,627,426,0,226,Txndc5,5,0.999969,
498,1885,1285,0,226,Taar7a,212,0.9312217,
499,781,387,0,226,Glp2r,238,1.0,
500,1200,317,0,226,Txndc5,5,1.0,
501,1023,1182,0,226,Neat1,49,0.9977018,
502,931,330,0,226,Ltb4r1,133,0.9916958,
503,1773,1274,0,226,Nlrp6,52,0.63590527,
504,861,1570,0,226,Glp2r,238,1.0,
505,1786,1480,0,226,Stmn1,54,0.99504364,
506,1251,125,0,226,Sdc1,92,1.0,
507,635,729,0,226,Apob,45,0.9999994,
508,888,247,0,226,Cd4,69,1.0,
509,1901,1465,0,226,Sstr5,236,0.7910073,
510,1053,1387,0,226,Apob,45,0.9999999,
511,1931,1488,0,226,Apob,45,0.99999785,
512,863,1623,0,226,Itgae,84,1.0,
513,756,617,0,226,Cd79b,89,0.9998423,
514,1002,561,0,226,C1qb,110,1.0,
515,905,694,0,226,Acta2,59,1.0,
516,664,544,0,226,Slc51a,1,1.0,
517,888,1704,0,226,Tspan13,17,0.9997571,
518,649,1170,0,226,Apob,45,1.0,
519,571,1319,0,226,Apob,45,0.99994063,
520,672,1644,0,226,Apob,45,0.99999297,
521,994,1538,0,226,Neat1,49,0.9885124,
522,826,578,0,226,Txndc5,5,0.9999082,
523,615,1377,0,226,Apob,45,1.0,
524,1099,739,0,226,Txndc5,5,1.0,
525,1874,1483,0,226,Apob,45,1.0,
526,1730,1551,0,226,Ptger4,153,0.99799687,
527,888,671,0,226,Vim,58,1.0,
528,885,233,0,226,Blank-12,253,0.63134885,
529,1726,1424,0,226,Apob,45,0.9999999,
530,1910,1456,0,226,Apob,45,0.992922,
531,624,929,0,226,Ccnl2,47,0.99982554,
532,1858,1562,0,226,Apob,45,0.99751496,
533,1694,685,0,226,Lpar1,135,0.9999999,
534,1855,1351,0,226,Ada,48,0.9993761,
535,729,215,0,226,Net1,46,0.95883024,
536,683,1010,0,226,Fzd5,167,0.9945115,
537,939,1717,0,226,Apob,45,0.9968106,
538,1815,1463,0,226,Net1,46,0.9966402,
539,75,391,0,226,Ltb4r1,133,0.9181324,
540,1831,662,0,226,Net1,46,1.0,
541,68,299,0,226,Maoa,2,0.9998247,
542,818,1747,0,226,Ada,48,0.9999982,
543,646,726,0,226,Apob,45,0.99998987,
544,1854,1239,0,226,Cd4,69,0.9999999,
545,1178,537,0,226,Cd34,96,1.0,
546,1876,607,0,226,background,266,0.6520146,
547,947,1534,0,226,Slc51a,1,1.0,
548,922,359,0,226,Txndc5,5,1.0,
549,1849,1454,0,226,Apob,45,0.71973044,
550,861,728,0,226,Sdc1,92,1.0,
551,1009,1423,0,226,Lpar3,137,1.0,
552,828,531,0,226,Txndc5,5,1.0,
553,718,862,0,226,Net1,46,0.63547266,
554,848,403,0,226,Adra2c,183,0.8864417,
555,1733,1533,0,226,Apob,45,0.9916502,
556,54,573,0,226,Ltb4r1,133,0.99055755,
557,1207,194,0,226,Maoa,2,0.9999995,
558,876,1579,0,226,Ada,48,0.99641126,
559,1777,1416,0,226,Taar7a,212,0.7825303,
560,1775,1106,0,226,Neat1,49,1.0,
561,1822,1528,0,226,Ptger4,153,0.9999907,
562,662,995,0,226,Apob,45,0.99999976,
563,662,500,0,226,Apob,45,0.9980804,
